,player,all_nba,all_star,draft_yr,pk,team,college,yrs,games,minutes_played,pts,trb,ast,fg_percentage,tp_percentage,ft_percentage,minutes_per_game,points_per_game,trb_per_game,assists_per_game,win_share,ws_per_game,bpm,vorp,attend_college
3385,Jeff Jones,0,0,1982,77,IND,University of Virginia,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3386,Rich DiBenedetto,0,0,1982,100,IND,University of Wisconsin-Eau Claire,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3387,Jeff Clark,0,0,1982,123,IND,Saint Joseph's University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3388,Brad Leaf,0,0,1982,146,IND,University of Evansville,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3389,Donald Reese,0,0,1982,169,IND,Bradley University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3390,Mike Scearce,0,0,1982,192,IND,Purdue University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3391,Craig Summers,0,0,1982,213,IND,University of Wisconsin-Stout,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3392,Tony Brown,0,0,1983,141,IND,Indiana University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3393,Steve Stipanovich,0,0,1983,2,IND,University of Missouri,5,403,12591,5323,3131,938,0.484,0.179,0.7959999999999999,31.2,13.2,7.8,2.3,30.4,0.11599999999999999,1.1,9.9,1
3394,Mitchell Wiggins,0,0,1983,23,IND,Florida State University,6,389,8105,3877,1235,609,0.46,0.192,0.755,20.8,10.0,3.2,1.6,15.2,0.09,-0.8,2.5,1
3395,Leroy Combs,0,0,1983,26,IND,Oklahoma State University,1,48,446,218,56,38,0.49700000000000005,0.0,0.615,9.3,4.5,1.2,0.8,0.4,0.040999999999999995,-3.3,-0.1,1
3396,Jim Thomas,0,0,1983,40,IND,Indiana University,4,161,3361,1355,418,377,0.47100000000000003,0.17,0.763,20.9,8.4,2.6,2.3,4.9,0.071,-1.6,0.3,1
3397,Greg Jones,0,0,1983,49,IND,West Virginia University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3398,Terry Fair,0,0,1983,72,IND,University of Georgia,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3399,Roger Stieg,0,0,1983,95,IND,University of Mississippi,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3400,Cliff Pruitt,0,0,1983,118,IND,University of Alabama at Birmingham,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3401,Ray McCallum,0,0,1983,164,IND,Ball State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3402,Lynn Mitchem,0,0,1983,186,IND,Butler University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3403,Mark Smed,0,0,1983,207,IND,Augustana College (SD),0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3404,Vern Fleming,0,0,1984,18,IND,University of Georgia,12,893,24721,10125,3012,4293,0.498,0.18100000000000002,0.764,27.7,11.3,3.4,4.8,52.0,0.10099999999999999,0.3,14.3,1
3405,Devin Durrant,0,0,1984,25,IND,Brigham Young University,2,63,807,317,132,85,0.414,0.0,0.6890000000000001,12.8,5.0,2.1,1.3,-0.2,-0.012,-5.3,-0.7,1
3406,Stuart Gray,0,0,1984,29,IND,"University of California, Los Angeles",7,386,3457,906,1020,148,0.446,0.0,0.6629999999999999,9.0,2.3,2.6,0.4,3.3,0.046,-4.0,-1.8,1
3407,Ralph Jackson,0,0,1984,71,IND,"University of California, Los Angeles",1,1,12,2,1,4,0.33299999999999996,0.0,0.0,12.0,2.0,1.0,4.0,0.0,0.069,-0.9,0.0,1
3408,Gene Smith,0,0,1984,94,IND,Georgetown University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3409,Clyde Vaughn,0,0,1984,117,IND,University of Pittsburgh,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3410,Kenton Edelin,0,0,1984,140,IND,University of Virginia,1,10,143,11,26,10,0.308,0.0,0.375,14.3,1.1,2.6,1.0,0.1,0.042,-2.1,0.0,1
3411,Tom Heitz,0,0,1984,163,IND,University of Kentucky,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3412,Brian Martin,0,0,1984,185,IND,University of Kansas,1,8,21,6,4,0,0.429,0.0,0.0,2.6,0.8,0.5,0.0,-0.1,-0.132,-15.8,-0.1,1
3413,Gary Carver,0,0,1984,207,IND,Western Kentucky University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3414,Bill Martin,0,0,1985,26,IND,Georgetown University,3,84,860,397,136,58,0.449,0.0,0.813,10.2,4.7,1.6,0.7,0.3,0.016,-5.1,-0.7,1
3415,Wayman Tisdale,0,0,1985,2,IND,University of Oklahoma,12,840,23868,12878,5117,1077,0.505,0.0,0.76,28.4,15.3,6.1,1.3,45.7,0.092,-2.0,0.0,1
3416,Dwayne McClain,0,0,1985,27,IND,Villanova University,1,45,461,157,30,67,0.38299999999999995,0.111,0.514,10.2,3.5,0.7,1.5,-0.3,-0.026000000000000002,-4.8,-0.3,1
3417,Kenny Patterson,0,0,1985,48,IND,DePaul University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3418,Vince Hamilton,0,0,1985,72,IND,Clemson University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3419,Kelvin Johnson,0,0,1985,94,IND,University of Richmond,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3420,Ivan Daniels,0,0,1985,111,IND,University of Illinois at Chicago,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3421,Stu Primus,0,0,1985,118,IND,Boston College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3422,Jeff Acres,0,0,1985,140,IND,Oral Roberts University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3423,Don Turney,0,0,1985,157,IND,Marshall University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3424,Brandan Wright,0,0,2007,8,CHA,University of North Carolina,8,372,6121,2648,1387,171,0.608,0.0,0.677,16.5,7.1,3.7,0.5,23.3,0.183,1.7,5.7,1
3425,Jared Dudley,0,0,2007,22,CHA,Boston College,9,676,16404,5686,2302,1079,0.47,0.39899999999999997,0.736,24.3,8.4,3.4,1.6,37.7,0.11,1.4,14.2,1
3426,D.J. Augustin,0,0,2008,9,CHA,University of Texas at Austin,8,573,13852,5598,1041,2282,0.40399999999999997,0.374,0.867,24.2,9.8,1.8,4.0,29.7,0.10300000000000001,-1.4,2.0,1
3427,Alexis Ajinca,0,0,2008,20,CHA,0,6,254,3321,1346,973,131,0.503,0.316,0.807,13.1,5.3,3.8,0.5,6.6,0.095,-2.2,-0.2,0
3428,Kyle Weaver,0,0,2008,38,CHA,Washington State University,3,73,1379,363,158,119,0.441,0.353,0.736,18.9,5.0,2.2,1.6,1.5,0.051,-1.3,0.3,1
3429,Gerald Henderson,0,0,2009,12,CHA,Duke University,7,463,12187,5325,1531,897,0.442,0.319,0.7909999999999999,26.3,11.5,3.3,1.9,16.2,0.064,-2.1,-0.4,1
3430,Derrick Brown,0,0,2009,40,CHA,Xavier University,3,171,2554,895,413,119,0.515,0.317,0.637,14.9,5.2,2.4,0.7,4.5,0.085,-1.6,0.2,1
3431,Robert Vaden,0,0,2009,54,CHA,University of Alabama at Birmingham,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3432,Reggie Theus,0,0,1978,9,CHI,"University of Nevada, Las Vegas",13,1026,34603,19015,3349,6453,0.47100000000000003,0.252,0.826,33.7,18.5,3.3,6.3,66.9,0.09300000000000001,0.1,18.4,1
3433,Marvin Johnson,0,0,1978,31,CHI,University of New Mexico,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3434,Randy Ayers,0,0,1978,53,CHI,Miami University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3435,Ron Anthony,0,0,1978,97,CHI,Jacksonville University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3436,John Shoemaker,0,0,1978,119,CHI,Miami University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3437,Jarvis Reynolds,0,0,1978,140,CHI,State University of West Georgia,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3438,Chubby Cox,0,0,1978,159,CHI,University of San Francisco,1,7,78,29,10,6,0.35100000000000003,0.0,0.5,11.1,4.1,1.4,0.9,-0.2,-0.127,-9.7,-0.2,1
3439,Joe Ponsetto,0,0,1978,176,CHI,DePaul University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3440,Mark Tucker,0,0,1978,191,CHI,Oklahoma State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3441,Dave Greenwood,0,0,1979,2,CHI,"University of California, Los Angeles",12,823,23370,8428,6537,1614,0.47700000000000004,0.138,0.765,28.4,10.2,7.9,2.0,46.4,0.095,0.2,13.1,1
3442,Lawrence Butler,0,0,1979,33,CHI,Idaho State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3443,Calvin Garrett,0,0,1979,47,CHI,Oral Roberts University,4,166,3008,855,436,242,0.457,0.3,0.767,18.1,5.2,2.6,1.5,2.6,0.042,-2.1,-0.1,1
3444,Cedrick Hordges,0,0,1979,49,CHI,University of South Carolina,2,145,2971,1099,853,169,0.475,0.188,0.639,20.5,7.6,5.9,1.2,2.2,0.036000000000000004,-3.4,-1.0,1
3445,George Maynor,0,0,1979,72,CHI,East Carolina University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3446,Larry Washington,0,0,1979,93,CHI,Drury University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3447,Steve Smith,0,0,1979,114,CHI,University of Southern California,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3448,Mike Eversley,0,0,1979,133,CHI,Chicago State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3449,Tony Warren,0,0,1979,153,CHI,North Carolina State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3450,James Jackson,0,0,1979,171,CHI,University of Minnesota,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3451,Marvin Thoms,0,0,1979,190,CHI,"University of California, Los Angeles",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3452,Cortez Collins,0,0,1979,197,CHI,University of Southern Indiana,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3453,Kelvin Ransey,0,0,1980,4,CHI,Ohio State University,6,474,11586,5380,901,2480,0.45399999999999996,0.132,0.782,24.4,11.4,1.9,5.2,17.9,0.07400000000000001,-2.4,-1.3,1
3454,Sam Worthen,0,0,1980,26,CHI,Marquette University,2,69,967,239,116,118,0.49200000000000005,0.0,0.75,14.0,3.5,1.7,1.7,0.7,0.032,-2.3,-0.1,1
3455,James Wilkes,0,0,1980,50,CHI,"University of California, Los Angeles",3,114,1531,547,274,104,0.46299999999999997,0.0,0.723,13.4,4.8,2.4,0.9,2.0,0.063,-2.3,-0.1,1
3456,Ron Charles,0,0,1980,74,CHI,Michigan State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3457,Mike Campbell,0,0,1980,96,CHI,Northwestern University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3458,Bernard Rencher,0,0,1980,120,CHI,St. John's University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3459,Robert Byrd,0,0,1980,142,CHI,Marquette University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3460,Modzel Greer,0,0,1980,164,CHI,North Park University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3461,Jay Shidler,0,0,1980,183,CHI,University of Kentucky,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3462,Billy Foster,0,0,1980,203,CHI,"Montana State University, Billings",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3463,Orlando Woolridge,0,0,1981,6,CHI,University of Notre Dame,13,851,24041,13623,3696,1609,0.513,0.091,0.737,28.3,16.0,4.3,1.9,53.0,0.106,-0.4,9.8,1
3464,Mike Olliver,0,0,1981,32,CHI,Lamar University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3465,Oliver Lee,0,0,1981,84,CHI,Marquette University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3466,Johnny Nash,0,0,1981,108,CHI,Arizona State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3467,Roger Burkman,0,0,1981,130,CHI,University of Louisville,1,6,30,5,6,5,0.0,0.0,0.833,5.0,0.8,1.0,0.8,0.1,0.09300000000000001,7.1,0.1,1
3468,Scott Williams,0,0,1981,154,CHI,University of South Alabama,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3469,Ben Mitchell,0,0,1981,175,CHI,University of Alabama at Huntsville,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3470,Terry Martin,0,0,1981,197,CHI,Lambath University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3471,Kenny Easley,0,0,1981,216,CHI,"University of California, Los Angeles",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3472,Quintin Dailey,0,0,1982,7,CHI,University of San Francisco,10,528,12170,7470,1307,1188,0.45399999999999996,0.158,0.779,23.0,14.1,2.5,2.3,12.7,0.05,-2.9,-2.7,1
3473,Ricky Frazier,0,0,1982,26,CHI,University of Missouri,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3474,Wallace Bryant,0,0,1982,30,CHI,University of San Francisco,3,102,1395,323,374,112,0.40700000000000003,0.0,0.573,13.7,3.2,3.7,1.1,1.3,0.044000000000000004,-1.9,0.0,1
3475,Rod Higgins,0,0,1982,31,CHI,"California State University, Fresno",13,779,17189,7011,2819,1254,0.465,0.342,0.8079999999999999,22.1,9.0,3.6,1.6,37.8,0.106,-0.1,8.3,1
3476,Tyrone Adams,0,0,1982,53,CHI,Kansas State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3477,Chuck Aleksinas,0,0,1982,76,CHI,University of Connecticut,1,74,1114,377,270,36,0.478,0.0,0.733,15.1,5.1,3.6,0.5,0.4,0.019,-5.9,-1.1,1
3478,Rubin Jackson,0,0,1982,99,CHI,Oklahoma City University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3479,B. B. Fontenet,0,0,1982,122,CHI,"University of Nevada, Reno",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3480,Chuck Verderber,0,0,1982,145,CHI,University of Kentucky,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3481,Mike Burns,0,0,1982,168,CHI,"University of Nevada, Las Vegas",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3482,Skip Dillard,0,0,1982,191,CHI,DePaul University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3483,Tony Britto,0,0,1982,212,CHI,Campbell University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3484,Sidney Green,0,0,1983,5,CHI,"University of Nevada, Las Vegas",10,679,13247,5080,4128,635,0.45399999999999996,0.037000000000000005,0.738,19.5,7.5,6.1,0.9,17.4,0.063,-2.7,-2.5,1
3485,Sidney Lowe,0,0,1983,25,CHI,North Carolina State University,4,193,3422,562,335,749,0.36700000000000005,0.133,0.764,17.7,2.9,1.7,3.9,3.9,0.055,-3.7,-1.4,1
3486,Larry Micheaux,0,0,1983,29,CHI,University of Houston,2,96,897,330,256,49,0.5670000000000001,0.0,0.61,9.3,3.4,2.7,0.5,2.5,0.134,0.9,0.7,1
3487,Ron Crevier,0,0,1983,75,CHI,Boston College,1,3,4,0,1,0,0.0,0.0,0.0,1.3,0.0,0.3,0.0,-0.1,-0.795,-37.4,0.0,1
3488,Tim Andree,0,0,1983,98,CHI,University of Notre Dame,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3489,Ernest Patterson,0,0,1983,121,CHI,New Mexico State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3490,Jacque Hill,0,0,1983,144,CHI,University of Southern California,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3491,Terry Bradley,0,0,1983,167,CHI,Chicago State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3492,Ray Orange,0,0,1983,189,CHI,Oklahoma Christian University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3493,Tom Emma,0,0,1983,210,CHI,Duke University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3494,Michael Jordan,11,14,1984,3,CHI,University of North Carolina,15,1072,41011,32292,6672,5633,0.49700000000000005,0.327,0.835,38.3,30.1,6.2,5.3,214.0,0.25,8.1,104.4,1
3495,Ben Coleman,0,0,1984,37,CHI,University of Maryland,5,227,3612,1494,928,128,0.516,0.0,0.759,15.9,6.6,4.1,0.6,5.0,0.067,-3.2,-1.1,1
3496,Greg Wiltjer,0,0,1984,43,CHI,Oregon State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3497,Tim Dillon,0,0,1984,49,CHI,Northern Illinois University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3498,Melvin Johnson,0,0,1984,72,CHI,University of North Carolina at Charlotte,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3499,Mark Halsel,0,0,1984,77,CHI,Northeastern University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3500,Lamont Robinson,0,0,1984,95,CHI,Lamar University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3501,Jeff Tipton,0,0,1984,118,CHI,Morehead State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3502,Butch Hays,0,0,1984,141,CHI,University of California,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3503,Brett Crawford,0,0,1984,164,CHI,Alliant International University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3504,Calvin Pierce,0,0,1984,186,CHI,University of Oklahoma,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3505,Carl Lewis,0,0,1984,208,CHI,University of Houston,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3506,Kenyon Martin,0,0,2000,1,NJN,University of Cincinnati,15,757,23134,9325,5159,1439,0.483,0.23399999999999999,0.629,30.6,12.3,6.8,1.9,48.0,0.1,0.7,15.5,1
3507,Soumaila Samake,0,0,2000,36,NJN,0,2,47,303,68,76,5,0.389,0.0,0.462,6.4,1.4,1.6,0.1,0.3,0.046,-6.5,-0.3,0
3508,Eddie Griffin,0,0,2001,7,NJN,Seton Hall University,5,303,6729,2171,1744,236,0.377,0.315,0.6709999999999999,22.2,7.2,5.8,0.8,10.9,0.078,-1.0,1.7,1
3509,Brian Scalabrine,0,0,2001,34,NJN,University of Southern California,11,520,6772,1594,1034,436,0.39,0.344,0.7829999999999999,13.0,3.1,2.0,0.8,7.6,0.054000000000000006,-2.6,-1.1,1
3510,Nenad Krstic,0,0,2002,24,NJN,0,7,419,10547,4210,2261,346,0.494,0.14300000000000002,0.73,25.2,10.0,5.4,0.8,21.5,0.098,-2.6,-1.5,0
3511,Tamar Slay,0,0,2002,53,NJN,Marshall University,3,66,517,173,70,31,0.361,0.265,0.5379999999999999,7.8,2.6,1.1,0.5,-0.3,-0.028999999999999998,-6.0,-0.5,1
3512,Zoran Planinic,0,0,2003,22,NJN,0,3,148,1584,561,198,165,0.405,0.289,0.677,10.7,3.8,1.3,1.1,1.5,0.046,-4.2,-0.9,0
3513,Kyle Korver,0,0,2003,51,NJN,Creighton University,13,964,25562,9617,3008,1767,0.442,0.429,0.879,26.5,10.0,3.1,1.8,61.6,0.11599999999999999,1.0,19.4,1
3514,Viktor Khryapa,0,0,2004,22,NJN,0,4,143,2351,643,492,142,0.44299999999999995,0.292,0.6579999999999999,16.4,4.5,3.4,1.0,2.0,0.040999999999999995,-1.8,0.1,0
3515,Christian Drejer,0,0,2004,51,NJN,University of Florida,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3516,Derrick Favors,0,0,2010,3,NJN,Georgia Institute of Technology,6,429,11162,5003,3130,454,0.512,0.063,0.6679999999999999,26.0,11.7,7.3,1.1,30.8,0.133,0.9,8.1,1
3517,Jordan Crawford,0,0,2010,27,NJN,Xavier University,4,257,6348,3132,665,813,0.405,0.306,0.828,24.7,12.2,2.6,3.2,5.2,0.039,-2.2,-0.4,1
3518,Tibor Pleiss,0,0,2010,31,NJN,0,1,12,82,24,15,2,0.44,0.0,1.0,6.8,2.0,1.3,0.2,-0.1,-0.040999999999999995,-8.1,-0.1,0
3519,Nikola Vucevic,0,0,2011,16,PHI,University of Southern California,5,324,9749,4711,3175,604,0.511,0.26899999999999996,0.731,30.1,14.5,9.8,1.9,24.1,0.11900000000000001,0.6,6.3,1
3520,Lavoy Allen,0,0,2011,50,PHI,Temple University,5,327,6034,1670,1624,327,0.47200000000000003,0.14300000000000002,0.68,18.5,5.1,5.0,1.0,12.1,0.096,-1.4,0.9,1
3521,Maurice Harkless,0,0,2012,15,PHI,St. John's University,4,279,6055,1873,985,222,0.45899999999999996,0.3,0.589,21.7,6.7,3.5,0.8,8.4,0.067,-0.8,1.9,1
3522,Justin Hamilton,0,0,2012,45,PHI,Louisiana State University,2,49,784,245,141,36,0.475,0.325,0.846,16.0,5.0,2.9,0.7,1.7,0.10099999999999999,0.3,0.5,1
3523,Tornike Shengelia,0,0,2012,54,PHI,0,2,45,247,59,39,17,0.451,0.125,0.5,5.5,1.3,0.9,0.4,-0.2,-0.032,-6.6,-0.3,0
3524,Chad Kinch,0,0,1980,22,CLE,University of North Carolina at Charlotte,1,41,353,118,33,45,0.369,0.0,0.778,8.6,2.9,0.8,1.1,-0.5,-0.071,-8.3,-0.6,1
3525,Stuart House,0,0,1980,53,CLE,Washington State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3526,Wayne Abrams,0,0,1980,55,CLE,Southern Illinois University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3527,Ron Jones,0,0,1980,68,CLE,Illinois State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3528,Murray Brown,0,0,1980,77,CLE,Florida State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3529,LaVon Williams,0,0,1980,101,CLE,University of Kentucky,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3530,Antonio Martin,0,0,1980,123,CLE,Oral Roberts University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3531,Leroy Berry,0,0,1980,147,CLE,Wilmington College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3532,Jim Ellinghausen,0,0,1980,166,CLE,Ohio State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3533,Melvin Crafter,0,0,1980,187,CLE,Central State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
